Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Precious Achiuwa,C,22,TOR,73,1725,12.7,.503,.259,.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,,0.4,2.1,2.5,.070,,-2.0,-0.6,-2.6,-0.2
Steven Adams,C,28,MEM,76,1999,17.6,.560,.003,.518,17.9,22.0,19.9,16.1,1.6,2.7,19.6,12.0,,3.8,3.0,6.8,.163,,1.0,1.0,2.0,2.0
Bam Adebayo,C,24,MIA,56,1825,21.8,.608,.008,.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25.0,,3.6,3.5,7.2,.188,,1.7,2.1,3.8,2.7
Santi Aldama,PF,21,MEM,32,360,10.2,.452,.364,.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,,-0.1,0.4,0.3,.044,,-4.2,-1.5,-5.7,-0.3
LaMarcus Aldridge,C,36,BRK,47,1050,19.6,.604,.100,.223,7.8,18.7,13.4,6.3,0.6,4.0,8.0,22.4,,2.1,1.0,3.1,.141,,1.3,-0.6,0.7,0.7
Nickeil Alexander-Walker,SG,23,NOPUTA,65,1466,10.5,.475,.497,.160,2.7,11.5,7.1,16.1,1.5,1.5,11.3,24.1,,-1.1,1.1,0.1,.003,,-1.8,-1.1,-2.9,-0.3
Grayson Allen,SG,26,MIL,66,1805,12.7,.609,.684,.130,1.9,10.9,6.5,7.6,1.2,1.0,6.7,15.2,,2.8,1.4,4.2,.110,,0.6,-0.2,0.4,1.1
Jarrett Allen,C,23,CLE,56,1810,23.0,.698,.018,.428,12.0,24.5,18.4,8.2,1.2,3.7,12.7,18.1,,5.4,3.0,8.5,.224,,2.7,1.2,3.9,2.7
Jose Alvarado,PG,23,NOP,54,834,16.4,.520,.374,.180,3.2,10.2,6.6,26.9,4.2,0.8,11.2,18.4,,1.0,1.1,2.1,.121,,-0.5,2.4,1.9,0.8
Justin Anderson,SF,28,CLEIND,16,316,10.4,.493,.621,.200,1.4,15.0,8.1,14.2,1.2,1.7,7.2,15.1,,0.2,0.2,0.4,.054,,-1.9,-1.3,-3.2,-0.1
Kyle Anderson,PF,28,MEM,69,1484,14.4,.506,.232,.224,4.8,21.6,13.0,16.2,2.5,2.7,12.1,16.2,,1.0,2.5,3.5,.113,,-0.9,2.1,1.2,1.2
Giannis Antetokounmpo,PF,27,MIL,67,2204,32.1,.633,.194,.615,6.6,30.4,18.7,31.7,1.6,4.0,12.2,34.9,,9.2,3.7,12.9,.281,,7.6,3.5,11.2,7.4
Thanasis Antetokounmpo,SF,29,MIL,48,473,12.5,.577,.109,.359,9.2,13.4,11.3,6.5,1.6,2.4,14.9,15.7,,0.4,0.5,0.9,.095,,-3.5,-0.1,-3.5,-0.2
Carmelo Anthony,PF,37,LAL,69,1793,14.8,.579,.549,.220,3.7,13.5,8.6,5.6,1.3,2.6,6.9,20.4,,2.2,1.4,3.6,.097,,0.4,-0.8,-0.5,0.7
Cole Anthony,PG,21,ORL,65,2059,13.5,.519,.429,.277,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,,-0.1,1.7,1.6,.038,,-0.6,-0.6,-1.2,0.4
OG Anunoby,SF,24,TOR,48,1728,14.8,.549,.455,.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,,1.8,1.9,3.7,.104,,0.4,0.1,0.5,1.1
Ryan Arcidiacono,PG,27,NYK,10,76,6.1,.667,.750,.000,0.0,11.5,5.7,7.5,0.7,0.0,20.0,8.6,,0.0,0.1,0.1,.052,,-4.6,0.0,-4.6,-0.1
Trevor Ariza,SF,36,LAL,24,462,7.0,.449,.747,.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11.0,,-0.2,0.4,0.2,.020,,-3.3,-0.2,-3.4,-0.2
D.J. Augustin,PG,34,HOULAL,55,883,9.7,.610,.739,.194,1.4,7.0,4.2,16.8,0.9,0.1,18.9,14.3,,0.7,0.1,0.8,.043,,-1.2,-2.4,-3.6,-0.4
Deni Avdija,SF,21,WAS,82,1984,11.6,.536,.447,.235,3.0,20.5,11.9,11.8,1.5,1.9,12.0,16.3,,0.6,1.8,2.4,.058,,-2.1,0.4,-1.7,0.1
Joel Ayayi,SG,21,WAS,7,20,3.4,.167,.167,.000,5.6,10.9,8.3,25.4,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,-0.098,,-4.3,-1.7,-6.0,0.0
Deandre Ayton,C,23,PHO,58,1713,21.9,.656,.027,.204,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,,4.1,3.1,7.3,.203,,2.2,0.6,2.8,2.1
Udoka Azubuike,C,22,UTA,17,195,17.6,.743,.000,.224,10.5,28.8,19.9,0.0,0.3,5.0,18.2,14.7,,0.3,0.3,0.6,.157,,-1.8,0.4,-1.4,0.0
Marvin Bagley III,PF,22,SACDET,48,1153,15.7,.551,.217,.226,9.7,22.6,16.0,5.2,0.9,1.4,7.4,19.8,,1.2,0.9,2.0,.084,,-0.5,-1.8,-2.3,-0.1
LaMelo Ball,PG,20,CHO,75,2422,19.7,.554,.451,.194,4.7,17.4,11.0,35.7,2.4,1.2,15.3,28.2,,3.4,2.5,5.8,.116,,3.3,0.1,3.4,3.3
Lonzo Ball,PG,24,CHI,35,1212,14.5,.575,.679,.073,3.3,14.3,8.8,20.0,2.6,2.2,17.2,17.4,,0.8,1.4,2.2,.088,,0.9,1.6,2.5,1.4
Mo Bamba,C,23,ORL,71,1824,16.5,.582,.455,.118,8.5,24.6,16.5,7.4,1.0,5.9,10.6,17.2,,1.8,2.7,4.5,.118,,-0.2,0.9,0.7,1.2
Desmond Bane,SG,23,MEM,76,2266,17.6,.592,.475,.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,,4.5,2.7,7.2,.153,,2.5,0.3,2.7,2.7
Dalano Banton,PG,22,TOR,64,696,10.0,.463,.252,.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,,-0.4,0.8,0.4,.030,,-3.5,0.4,-3.1,-0.2
Cat Barber,PG,27,ATL,3,13,-11.2,.000,.000,1.000,8.5,16.7,12.6,26.7,0.0,0.0,14.8,22.7,,-0.1,0.0,-0.1,-0.450,,-15.8,-7.6,-23.5,-0.1
Harrison Barnes,PF,29,SAC,77,2580,15.7,.623,.432,.495,3.4,14.9,9.1,10.5,1.0,0.5,10.4,18.8,,5.0,1.0,6.0,.112,,1.5,-1.3,0.2,1.4
Scottie Barnes,PF,20,TOR,74,2617,16.3,.552,.207,.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,,3.7,2.9,6.6,.122,,0.5,0.4,0.9,1.9
RJ Barrett,SF,21,NYK,70,2417,13.7,.511,.338,.340,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,,0.1,2.2,2.3,.046,,-0.3,-1.3,-1.6,0.2
Will Barton,SG,31,DEN,71,2277,13.4,.548,.480,.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,,1.2,1.9,3.2,.067,,0.4,-0.9,-0.5,0.9
Paris Bass,SF,26,PHO,2,7,13.9,.436,.333,.333,31.5,29.9,30.6,0.0,6.9,0.0,22.5,54.6,,0.0,0.0,0.0,-0.170,,-11.2,-1.2,-12.4,0.0
Charles Bassey,C,21,PHI,23,168,21.5,.660,.085,.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,,0.4,0.3,0.8,.220,,-0.4,2.1,1.7,0.2
Keita Bates-Diop,SF,26,SAS,59,957,12.4,.578,.209,.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,,0.6,1.0,1.6,.080,,-2.1,-0.5,-2.6,-0.1
Nicolas Batum,PF,33,LAC,59,1463,13.5,.608,.698,.098,2.2,15.8,9.2,9.7,1.9,2.4,9.0,13.3,,1.6,2.1,3.7,.123,,0.5,1.9,2.3,1.6
Kent Bazemore,SF,32,LAL,39,545,6.0,.451,.576,.122,2.6,11.0,6.8,8.1,2.2,1.5,12.5,13.2,,-0.4,0.5,0.1,.006,,-5.1,0.8,-4.3,-0.3
Darius Bazley,PF,21,OKC,69,1924,12.6,.515,.414,.262,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,,-0.5,2.2,1.8,.044,,-2.1,0.3,-1.8,0.1
Bradley Beal,SG,28,WAS,40,1439,17.5,.539,.272,.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,,0.6,0.7,1.4,.046,,2.0,-1.2,0.8,1.0
Malik Beasley,SG,25,MIN,79,1976,11.9,.544,.749,.071,1.4,11.2,6.2,8.5,1.0,0.6,4.7,19.4,,1.7,1.2,2.9,.069,,0.7,-1.5,-0.7,0.7
Jordan Bell,C,27,CHI,1,2,29.9,,,,56.6,0.0,28.1,0.0,24.4,0.0,,0.0,,0.0,0.0,0.0,.600,,-8.1,10.8,2.7,0.0
DeAndre' Bembry,SF,27,BRKMIL,56,1026,11.9,.601,.163,.158,4.6,12.5,8.6,8.6,2.3,2.2,11.6,11.2,,1.1,1.1,2.2,.104,,-2.2,1.5,-0.7,0.3
Dāvis Bertāns,PF,29,WASDAL,56,806,9.4,.531,.836,.145,1.7,14.3,8.0,5.5,1.0,1.3,6.1,17.3,,0.2,0.7,0.9,.053,,-1.7,-0.9,-2.6,-0.1
Patrick Beverley,PG,33,MIN,58,1476,14.8,.539,.555,.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,,2.3,1.7,4.1,.132,,0.6,2.1,2.7,1.7
Saddiq Bey,SF,22,DET,82,2704,14.0,.529,.537,.224,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,,2.4,1.6,4.0,.071,,0.9,-1.2,-0.3,1.2
Khem Birch,C,29,TOR,55,991,13.2,.534,.070,.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,,1.5,1.1,2.6,.126,,-1.7,0.4,-1.3,0.2
Goga Bitadze,C,22,IND,50,729,18.0,.595,.317,.373,11.9,15.3,13.5,11.2,1.4,5.0,13.6,19.9,,1.3,0.6,1.9,.122,,-0.2,-0.6,-0.8,0.2
Bismack Biyombo,C,29,PHO,36,506,17.3,.596,.000,.490,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,,0.9,0.9,1.8,.170,,-1.7,0.4,-1.3,0.1
Nemanja Bjelica,C,33,GSW,71,1143,14.2,.573,.436,.237,6.1,21.5,14.1,19.8,1.8,2.2,18.7,17.8,,1.0,2.1,3.0,.128,,-0.9,2.3,1.4,1.0
Eric Bledsoe,PG,32,LAC,54,1361,12.5,.514,.348,.250,2.2,11.6,7.1,24.1,2.5,1.2,18.3,20.5,,-0.5,1.8,1.3,.047,,-2.1,1.3,-0.8,0.4
Keljin Blevins,SF,26,POR,31,349,4.8,.410,.649,.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,,-0.6,0.1,-0.5,-0.066,,-5.6,-2.9,-8.5,-0.6
Bogdan Bogdanović,SG,29,ATL,63,1848,15.4,.562,.578,.145,1.7,13.0,7.4,15.5,1.8,0.7,7.7,21.6,,2.5,1.2,3.7,.095,,1.5,-0.2,1.3,1.5
Bojan Bogdanović,PF,32,UTA,69,2131,15.7,.599,.504,.280,3.1,11.8,7.6,8.7,0.8,0.0,10.2,23.7,,3.6,1.6,5.2,.118,,1.6,-1.6,0.0,1.1
Bol Bol,PF,22,DEN,14,81,13.5,.565,.148,.185,5.7,21.4,13.8,9.1,0.6,2.2,12.0,18.0,,0.0,0.1,0.1,.065,,-0.5,-0.4,-1.0,0.0
Leandro Bolmaro,SF,21,MIN,35,241,5.4,.419,.333,.241,6.9,12.3,9.6,11.0,1.2,0.0,17.9,12.6,,-0.1,0.2,0.0,.004,,-5.1,-0.7,-5.8,-0.2
Isaac Bonga,SF,22,TOR,15,69,8.7,.363,.308,.615,6.0,5.0,5.5,7.3,5.8,2.8,10.8,11.5,,-0.1,0.1,0.1,.060,,-5.4,5.0,-0.4,0.0
Devin Booker,SG,25,PHO,68,2345,21.3,.576,.336,.255,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,,4.3,3.3,7.6,.156,,3.9,0.2,4.1,3.6
Brandon Boston Jr.,SG,20,LAC,51,760,11.2,.481,.342,.222,2.4,12.7,7.7,10.1,1.7,1.5,8.0,22.4,,-0.5,0.9,0.4,.026,,-3.0,-0.4,-3.3,-0.3
Chris Boucher,SF,29,TOR,80,1690,17.9,.570,.397,.334,10.9,21.3,15.8,2.2,1.4,4.3,6.0,17.8,,3.5,2.4,6.0,.169,,0.5,-0.4,0.1,0.9
James Bouknight,SG,21,CHO,31,304,10.1,.459,.348,.220,7.6,10.6,9.1,11.9,1.1,0.3,8.8,23.7,,-0.1,0.1,0.0,.001,,-3.4,-3.7,-7.1,-0.4
Avery Bradley,SG,31,LAL,62,1406,7.8,.550,.600,.051,2.4,8.0,5.2,4.5,1.8,0.6,9.6,12.1,,0.3,0.9,1.2,.040,,-3.5,-0.1,-3.6,-0.6
Tony Bradley,C,24,CHI,55,549,14.9,.600,.000,.236,13.8,24.3,19.1,6.7,0.9,5.2,20.0,13.6,,0.6,0.7,1.3,.112,,-2.0,0.2,-1.8,0.0
Ignas Brazdeikis,SF,23,ORL,42,536,10.2,.520,.463,.170,4.5,9.7,7.1,10.7,0.9,0.5,7.8,17.7,,0.2,0.3,0.5,.041,,-2.7,-1.6,-4.3,-0.3
Mikal Bridges,SF,25,PHO,82,2854,14.4,.627,.364,.183,2.9,10.0,6.5,8.7,1.6,1.1,6.8,15.0,,5.2,3.7,8.9,.150,,0.5,1.1,1.6,2.6
Miles Bridges,PF,23,CHO,80,2837,17.9,.593,.383,.274,3.3,17.8,10.4,15.7,1.3,2.2,9.9,22.6,,5.0,2.3,7.2,.123,,1.8,-0.3,1.5,2.5
Oshae Brissett,SF,23,IND,67,1564,12.9,.530,.468,.324,7.6,18.1,12.8,6.4,1.4,1.6,8.5,17.3,,1.4,0.9,2.2,.069,,-0.5,-1.7,-2.2,-0.1
Malcolm Brogdon,PG,29,IND,36,1206,18.0,.557,.343,.308,3.0,14.3,8.6,26.9,1.2,1.0,11.1,24.6,,2.2,0.4,2.7,.106,,2.8,-0.5,2.3,1.3
Armoni Brooks,SG-PG,23,HOUTOR,54,844,8.4,.483,.862,.073,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,,-0.1,0.4,0.2,.014,,-2.6,-1.3,-3.9,-0.4
Dillon Brooks,SF,26,MEM,32,885,15.5,.515,.283,.202,3.4,8.8,6.0,15.4,1.9,0.8,8.0,28.8,,0.7,0.9,1.6,.087,,-1.0,-0.8,-1.8,0.0
Bruce Brown,SF,25,BRK,72,1774,15.0,.575,.186,.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15.0,,2.8,2.0,4.8,.130,,-0.4,1.1,0.7,1.2
Charlie Brown Jr.,SG,24,DALPHI,22,178,6.5,.346,.308,.256,9.0,11.2,10.1,4.5,2.8,2.0,10.3,12.3,,-0.2,0.2,0.0,.012,,-5.2,0.4,-4.8,-0.1
Chaundee Brown Jr.,SG-SF,23,LALATL,5,104,6.4,.447,.563,.188,1.1,15.7,8.4,5.1,0.9,0.0,2.8,14.9,,0.0,0.0,0.0,.002,,-4.3,-2.4,-6.6,-0.1
Greg Brown III,SF,20,POR,48,640,11.0,.515,.321,.342,6.3,17.3,11.6,8.1,2.0,3.7,14.1,17.2,,-0.1,0.5,0.4,.029,,-4.0,-0.7,-4.7,-0.4
Jaylen Brown,SF,25,BOS,66,2220,18.9,.574,.381,.261,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,,2.3,3.4,5.8,.124,,1.9,0.1,2.1,2.2
Moses Brown,C,22,DALCLE,40,344,18.5,.612,.000,.667,12.7,30.5,21.7,0.4,1.0,4.2,12.5,20.7,,0.5,0.7,1.2,.161,,-2.4,-0.9,-3.3,-0.1
Sterling Brown,SG,26,DAL,49,628,8.4,.495,.594,.097,4.6,21.8,13.2,7.5,1.1,1.0,12.5,13.2,,-0.1,0.9,0.8,.061,,-3.4,0.5,-2.9,-0.1
Troy Brown Jr.,SF,22,CHI,66,1055,10.1,.525,.516,.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,,0.5,0.9,1.4,.065,,-1.7,-0.2,-1.8,0.1
Jalen Brunson,SG,25,DAL,79,2524,17.1,.583,.250,.211,1.9,11.7,6.8,24.3,1.3,0.1,10.1,21.9,,4.9,2.7,7.5,.143,,0.9,0.0,0.9,1.9
Thomas Bryant,C,24,WAS,27,439,16.6,.607,.284,.270,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,,0.7,0.4,1.1,.118,,-0.4,-0.7,-1.0,0.1
Shaq Buchanan,SG,25,MEM,2,10,0.6,.250,.500,.000,10.2,10.7,10.5,24.9,4.8,0.0,33.3,24.6,,-0.1,0.0,0.0,-0.230,,-11.0,0.3,-10.7,0.0
Reggie Bullock,SF,30,DAL,68,1902,9.2,.558,.782,.096,1.9,12.2,7.0,6.1,1.1,0.7,7.1,13.3,,1.2,2.0,3.2,.080,,-1.4,0.0,-1.4,0.3
Trey Burke,PG,29,DAL,42,441,10.0,.475,.381,.107,1.0,7.3,4.2,20.7,1.4,0.0,10.4,25.6,,-0.4,0.4,0.0,.003,,-3.6,-1.4,-5.0,-0.3
Alec Burks,SG,30,NYK,81,2318,13.7,.559,.534,.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,,3.2,2.9,6.1,.126,,-0.4,1.2,0.8,1.7
Jared Butler,SG,21,UTA,42,360,12.1,.509,.583,.106,1.6,11.8,6.8,26.0,2.3,2.0,17.3,23.1,,0.0,0.5,0.4,.057,,-2.3,0.7,-1.6,0.0
Jimmy Butler,SF,32,MIA,57,1931,23.6,.592,.140,.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,,6.2,2.9,9.2,.228,,4.5,1.9,6.3,4.0
Devontae Cacok,PF,25,SAS,15,121,20.2,.675,.000,.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,,0.3,0.3,0.5,.206,,0.7,3.5,4.2,0.2
Kentavious Caldwell-Pope,SG,28,WAS,77,2329,12.6,.568,.492,.186,2.0,10.3,6.2,9.1,1.8,0.9,9.8,19.0,,1.4,1.4,2.8,.058,,-0.9,-0.6,-1.5,0.3
Facundo Campazzo,PG,30,DEN,65,1184,11.1,.503,.652,.264,2.2,8.6,5.5,24.1,2.6,1.8,16.9,14.7,,0.6,1.3,2.0,.081,,-2.1,1.3,-0.8,0.4
Vlatko Čančar,PF,24,DEN,15,176,12.7,.657,.293,.341,5.2,14.1,9.8,13.2,0.6,1.5,16.0,14.0,,0.3,0.1,0.4,.114,,-0.9,-0.9,-1.7,0.0
Devin Cannady,PG,25,ORL,5,145,8.6,.531,.841,.159,0.7,3.7,2.2,10.0,1.7,1.9,9.6,15.5,,0.0,0.1,0.1,.033,,-2.8,-0.4,-3.2,0.0
Clint Capela,C,27,ATL,74,2042,21.4,.604,.002,.280,15.0,31.9,23.5,6.6,1.3,4.1,6.1,15.5,,5.6,2.7,8.3,.195,,2.1,-0.1,2.0,2.1
Vernon Carey Jr.,C,20,CHOWAS,7,44,15.8,.534,.000,1.000,19.9,9.8,14.8,0.0,2.2,1.9,13.8,21.6,,0.0,0.0,0.1,.068,,-3.0,-4.5,-7.5,-0.1
Jevon Carter,PG,26,BRKMIL,66,905,9.6,.531,.672,.071,1.7,11.2,6.6,14.0,1.3,1.4,11.5,14.0,,0.5,0.7,1.2,.062,,-1.8,-0.4,-2.2,-0.1
Wendell Carter Jr.,PF,22,ORL,62,1852,18.4,.601,.313,.303,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,,2.6,2.4,5.0,.129,,1.0,0.6,1.6,1.7
Alex Caruso,SG,27,CHI,41,1147,11.7,.528,.492,.285,3.3,11.2,7.3,18.5,3.0,1.1,16.5,13.3,,0.7,1.2,2.0,.082,,-2.2,2.3,0.2,0.6
Willie Cauley-Stein,C,28,DALPHI,20,183,8.3,.474,.057,.057,7.9,16.4,12.2,7.5,1.7,1.5,16.3,10.6,,0.0,0.3,0.2,.066,,-4.1,1.1,-3.0,0.0
Ahmad Caver,SG,25,IND,1,1,76.2,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,,0.0,0.0,0.0,1.204,,31.0,5.9,36.9,0.0
Justin Champagnie,SF,20,TOR,36,281,13.6,.571,.418,.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12.0,,0.5,0.3,0.8,.138,,-1.3,-0.7,-2.0,0.0
Zylan Cheatham,SF,26,UTA,1,5,-23.8,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,,-0.1,0.0,-0.1,-0.610,,-19.3,-11.3,-30.6,0.0
Chris Chiozza,PG,26,GSW,34,372,4.4,.407,.654,.037,2.7,7.7,5.3,22.5,1.7,0.0,28.0,13.4,,-0.5,0.5,0.0,-0.004,,-5.7,-0.2,-6.0,-0.4
Marquese Chriss,PF,24,DAL,34,346,14.8,.518,.187,.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,,0.2,0.6,0.8,.108,,-3.8,0.0,-3.8,-0.2
Josh Christopher,SG,20,HOU,74,1334,12.2,.534,.378,.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,,-0.4,0.7,0.3,.010,,-2.2,-1.3,-3.5,-0.5
Gary Clark,PF,27,NOP,38,378,11.4,.547,.795,.114,6.6,20.1,13.2,6.4,1.7,1.8,9.8,11.6,,0.3,0.4,0.7,.092,,0.1,0.0,0.1,0.2
Brandon Clarke,PF,25,MEM,64,1246,23.7,.660,.049,.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,,4.4,1.9,6.3,.241,,3.1,1.1,4.2,2.0
Jordan Clarkson,SG,29,UTA,79,2141,14.9,.532,.536,.156,3.5,10.2,7.0,14.5,1.5,0.7,9.8,26.8,,1.5,2.0,3.5,.079,,0.5,-1.2,-0.6,0.7
Nic Claxton,C,22,BRK,47,974,18.6,.672,.000,.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,,2.3,1.2,3.5,.171,,0.3,0.2,0.5,0.6
Amir Coffey,SG,24,LAC,69,1567,13.0,.598,.545,.251,1.8,11.2,6.7,11.4,1.2,0.8,8.0,15.8,,2.3,1.5,3.8,.116,,-0.3,0.0,-0.3,0.7
John Collins,PF,24,ATL,54,1663,18.7,.610,.273,.262,6.2,21.5,13.9,8.9,1.0,3.0,7.7,20.5,,3.6,1.4,5.1,.146,,1.5,0.0,1.5,1.5
Zach Collins,C,24,SAS,28,502,16.4,.594,.265,.419,9.5,22.5,16.0,16.3,1.2,3.8,19.7,19.2,,0.6,0.7,1.2,.118,,-1.2,1.0,-0.2,0.2
Darren Collison,PG,34,LAL,3,37,-0.2,.286,.429,.000,0.0,11.6,5.8,6.8,1.3,0.0,12.5,9.3,,-0.1,0.0,-0.1,-0.070,,-10.0,-0.9,-10.9,-0.1
Mike Conley,PG,34,UTA,72,2058,17.2,.572,.523,.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,,4.4,2.3,6.7,.157,,2.4,0.7,3.1,2.7
Pat Connaughton,SF,29,MIL,65,1691,13.4,.620,.746,.109,2.9,14.0,8.6,6.6,1.7,0.9,6.3,14.0,,2.8,1.6,4.4,.125,,0.8,0.3,1.2,1.4
Tyler Cook,PF,24,CHI,20,200,13.0,.643,.000,.842,9.1,20.7,14.9,2.0,1.0,1.7,11.8,13.0,,0.4,0.2,0.5,.127,,-3.0,-1.1,-4.1,-0.1
Sharife Cooper,PG,20,ATL,13,39,-5.4,.250,.429,.000,0.0,14.0,7.0,16.3,0.0,0.0,26.3,21.3,,-0.2,0.0,-0.2,-0.297,,-11.3,-5.0,-16.3,-0.1
Petr Cornelie,PF,26,DEN,13,38,9.6,.418,.533,.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24.0,,-0.1,0.0,0.0,-0.015,,-6.1,-2.7,-8.8,-0.1
DeMarcus Cousins,C,31,MILDEN,48,717,18.2,.567,.377,.386,11.7,29.1,20.6,15.2,2.4,2.7,18.3,28.1,,0.3,1.3,1.6,.104,,-1.8,0.2,-1.6,0.1
Robert Covington,PF,31,PORLAC,71,1939,12.4,.572,.681,.139,3.3,18.9,11.0,6.8,2.6,4.4,12.4,13.5,,0.8,2.4,3.2,.080,,-1.6,1.7,0.2,1.1
